,Value
63523,399.0
63524,404.0
63525,403.0
63526,402.0
63527,404.0
63528,403.0
63529,403.0
63530,405.0
63531,407.0
63532,404.0
63533,406.0
63534,406.0
63535,405.0
63536,406.0
63537,408.0
63538,480.0
63539,490.0
63540,490.0
63541,487.0
63542,487.0
63543,343.0
63544,775.0
63545,913.0
63546,901.0
63547,718.0
63548,583.0
63549,461.0
63550,399.0
63551,396.0
63552,401.0
63553,402.0
63554,419.0
63555,510.0
63556,507.0
63557,502.0
63558,504.0
63559,502.0
63560,503.0
63561,504.0
63562,503.0
63563,502.0
63564,502.0
63565,501.0
63566,501.0
63567,502.0
63568,501.0
63569,501.0
63570,502.0
63571,500.0
63572,499.0
63573,500.0
63574,499.0
63575,498.0
63576,500.0
63577,539.0
63578,590.0
63579,584.0
63580,510.0
63581,479.0
63582,472.0
63583,471.0
63584,469.0
63585,529.0
63586,566.0
63587,559.0
63588,554.0
63589,489.0
63590,457.0
63591,538.0
63592,607.0
63593,634.0
63594,633.0
63595,681.0
63596,718.0
63597,724.0
63598,787.0
63599,806.0
63600,735.0
63601,695.0
63602,697.0
63603,698.0
63604,701.0
63605,747.0
63606,785.0
63607,778.0
63608,764.0
63609,766.0
63610,834.0
63611,1038.0
63612,1394.0
63613,1496.0
63614,1371.0
63615,1230.0
63616,1107.0
63617,968.0
63618,968.0
63619,970.0
63620,805.0
63621,342.0
63622,352.0
63623,359.0
63624,362.0
63625,367.0
63626,369.0
63627,369.0
63628,372.0
63629,373.0
63630,373.0
63631,374.0
63632,377.0
63633,382.0
63634,495.0
63635,600.0
63636,641.0
63637,634.0
63638,629.0
63639,614.0
63640,612.0
63641,634.0
63642,721.0
63643,715.0
63644,710.0
63645,699.0
63646,627.0
63647,679.0
63648,702.0
63649,711.0
63650,715.0
63651,713.0
63652,709.0
63653,711.0
63654,699.0
63655,680.0
63656,665.0
63657,669.0
63658,581.0
63659,575.0
63660,575.0
63661,575.0
63662,574.0
63663,574.0
63664,575.0
63665,574.0
63666,572.0
63667,571.0
63668,571.0
63669,552.0
63670,543.0
63671,543.0
63672,547.0
63673,551.0
63674,553.0
63675,552.0
63676,551.0
63677,555.0
63678,612.0
63679,658.0
63680,635.0
63681,603.0
63682,629.0
63683,628.0
63684,630.0
63685,632.0
63686,703.0
63687,657.0
63688,617.0
63689,617.0
63690,578.0
63691,523.0
63692,524.0
63693,413.0
63694,0.0
63695,0.0
63696,449.0
63697,798.0
63698,812.0
63699,782.0
63700,630.0
63701,551.0
63702,547.0
63703,547.0
63704,549.0
63705,537.0
63706,433.0
63707,469.0
63708,538.0
63709,621.0
63710,628.0
63711,627.0
63712,627.0
63713,626.0
63714,621.0
63715,606.0
63716,605.0
63717,606.0
63718,615.0
63719,621.0
63720,622.0
63721,619.0
63722,611.0
63723,606.0
63724,606.0
63725,605.0
63726,607.0
63727,605.0
63728,603.0
63729,603.0
63730,604.0
63731,602.0
63732,603.0
63733,613.0
63734,617.0
63735,617.0
63736,617.0
63737,614.0
63738,606.0
63739,606.0
63740,606.0
63741,603.0
63742,604.0
63743,603.0
63744,601.0
63745,589.0
63746,588.0
63747,588.0
63748,590.0
63749,594.0
63750,593.0
63751,592.0
63752,593.0
63753,592.0
63754,595.0
63755,625.0
63756,703.0
63757,684.0
63758,611.0
63759,589.0
63760,588.0
63761,591.0
63762,592.0
63763,658.0
63764,673.0
63765,665.0
63766,597.0
63767,563.0
63768,565.0
63769,574.0
63770,649.0
63771,650.0
63772,648.0
63773,641.0
63774,633.0
63775,547.0
63776,524.0
63777,528.0
63778,538.0
63779,625.0
63780,668.0
63781,734.0
63782,822.0
63783,905.0
63784,994.0
63785,1522.0
63786,1827.0
63787,1741.0
63788,1554.0
63789,1437.0
63790,1285.0
63791,1164.0
63792,1070.0
63793,985.0
63794,985.0
63795,989.0
63796,988.0
63797,618.0
63798,338.0
63799,349.0
63800,398.0
63801,626.0
63802,727.0
63803,685.0
63804,606.0
63805,534.0
63806,466.0
63807,526.0
63808,559.0
63809,612.0
63810,641.0
63811,546.0
63812,548.0
63813,537.0
63814,523.0
63815,523.0
63816,526.0
63817,527.0
63818,540.0
63819,545.0
63820,551.0
63821,629.0
63822,634.0
63823,681.0
63824,718.0
63825,717.0
63826,716.0
63827,715.0
63828,712.0
63829,711.0
63830,711.0
63831,719.0
63832,792.0
63833,750.0
63834,754.0
63835,677.0
63836,679.0
63837,672.0
63838,635.0
63839,663.0
63840,666.0
63841,619.0
63842,574.0
63843,575.0
63844,575.0
63845,577.0
63846,578.0
63847,579.0
63848,580.0
63849,579.0
63850,576.0
63851,568.0
63852,555.0
63853,553.0
63854,552.0
63855,559.0
63856,576.0
63857,578.0
63858,578.0
63859,576.0
63860,603.0
63861,650.0
63862,637.0
63863,645.0
63864,662.0
63865,660.0
63866,658.0
63867,660.0
63868,658.0
63869,662.0
63870,733.0
63871,720.0
63872,671.0
63873,611.0
63874,613.0
63875,614.0
63876,682.0
63877,677.0
63878,675.0
63879,674.0
63880,667.0
63881,630.0
63882,659.0
63883,614.0
63884,650.0
63885,647.0
63886,643.0
63887,630.0
63888,598.0
63889,611.0
63890,586.0
63891,584.0
63892,604.0
63893,605.0
63894,608.0
63895,608.0
63896,610.0
63897,608.0
63898,608.0
63899,601.0
63900,593.0
63901,594.0
63902,585.0
63903,585.0
63904,590.0
63905,588.0
63906,589.0
63907,592.0
63908,597.0
63909,616.0
63910,620.0
63911,617.0
63912,616.0
63913,609.0
63914,594.0
63915,592.0
63916,593.0
63917,596.0
63918,600.0
63919,602.0
63920,601.0
63921,600.0
63922,599.0
63923,607.0
63924,607.0
63925,609.0
63926,615.0
63927,612.0
63928,611.0
63929,613.0
63930,599.0
63931,597.0
63932,608.0
63933,620.0
63934,620.0
63935,619.0
63936,615.0
63937,598.0
63938,583.0
63939,582.0
63940,580.0
63941,531.0
63942,551.0
63943,489.0
63944,525.0
63945,485.0
63946,523.0
63947,532.0
63948,533.0
63949,525.0
63950,457.0
63951,483.0
63952,456.0
63953,495.0
63954,502.0
63955,502.0
63956,499.0
63957,499.0
63958,462.0
63959,475.0
63960,463.0
63961,489.0
63962,527.0
63963,571.0
63964,566.0
63965,564.0
63966,566.0
63967,581.0
63968,645.0
63969,621.0
63970,23.0
63971,470.0
63972,1051.0
63973,1082.0
63974,976.0
63975,892.0
63976,803.0
63977,685.0
63978,533.0
63979,437.0
63980,431.0
63981,433.0
63982,436.0
63983,439.0
63984,450.0
63985,537.0
63986,644.0
63987,623.0
63988,512.0
63989,388.0
63990,380.0
63991,384.0
63992,404.0
63993,524.0
63994,637.0
63995,679.0
63996,744.0
63997,739.0
63998,727.0
63999,643.0
64000,628.0
64001,606.0
64002,634.0
64003,887.0
64004,1272.0
64005,1635.0
64006,1550.0
64007,1376.0
64008,1218.0
64009,1035.0
64010,981.0
64011,982.0
64012,979.0
64013,494.0
64014,331.0
64015,341.0
64016,352.0
64017,354.0
64018,358.0
64019,359.0
64020,360.0
64021,361.0
64022,361.0
64023,358.0
64024,363.0
64025,364.0
64026,421.0
64027,547.0
64028,644.0
64029,642.0
64030,639.0
64031,623.0
64032,619.0
64033,619.0
64034,675.0
64035,722.0
64036,714.0
64037,704.0
64038,622.0
64039,613.0
64040,691.0
64041,688.0
64042,703.0
64043,713.0
64044,713.0
64045,715.0
64046,694.0
64047,619.0
64048,656.0
64049,691.0
64050,677.0
64051,621.0
64052,591.0
64053,594.0
64054,586.0
64055,574.0
64056,568.0
64057,568.0
64058,567.0
64059,568.0
64060,568.0
64061,552.0
64062,523.0
64063,555.0
64064,556.0
64065,544.0
64066,544.0
64067,543.0
64068,556.0
64069,562.0
64070,617.0
64071,650.0
64072,638.0
64073,652.0
64074,728.0
64075,737.0
64076,736.0
64077,749.0
64078,835.0
64079,884.0
64080,932.0
64081,927.0
64082,925.0
64083,922.0
64084,921.0
64085,921.0
64086,940.0
64087,982.0
64088,1530.0
64089,1897.0
64090,1782.0
64091,1576.0
64092,1328.0
64093,1123.0
64094,709.0
64095,331.0
64096,344.0
64097,350.0
64098,354.0
64099,358.0
64100,361.0
64101,362.0
64102,365.0
64103,366.0
64104,365.0
64105,367.0
64106,368.0
64107,369.0
64108,400.0
64109,473.0
64110,555.0
64111,552.0
64112,550.0
64113,551.0
64114,574.0
64115,644.0
64116,657.0
64117,730.0
64118,707.0
64119,665.0
64120,686.0
64121,649.0
64122,684.0
64123,683.0
64124,689.0
64125,691.0
64126,689.0
64127,687.0
64128,669.0
64129,608.0
64130,649.0
64131,631.0
64132,624.0
64133,587.0
64134,552.0
64135,516.0
64136,518.0
64137,518.0
64138,517.0
64139,519.0
64140,520.0
64141,520.0
64142,521.0
64143,514.0
64144,479.0
64145,473.0
64146,514.0
64147,512.0
64148,513.0
64149,512.0
64150,509.0
64151,468.0
64152,465.0
64153,488.0
64154,493.0
64155,577.0
64156,509.0
64157,531.0
64158,450.0
64159,489.0
64160,510.0
64161,466.0
64162,515.0
64163,610.0
64164,611.0
64165,611.0
64166,610.0
64167,639.0
64168,703.0
64169,787.0
64170,803.0
64171,845.0
64172,834.0
64173,806.0
64174,824.0
64175,844.0
64176,902.0
64177,900.0
64178,883.0
64179,891.0
64180,846.0
64181,840.0
64182,842.0
64183,843.0
64184,861.0
64185,890.0
64186,891.0
64187,890.0
64188,862.0
64189,821.0
64190,803.0
64191,785.0
64192,759.0
64193,731.0
64194,695.0
64195,696.0
64196,686.0
64197,665.0
64198,630.0
64199,655.0
64200,613.0
64201,574.0
64202,551.0
64203,553.0
64204,552.0
64205,554.0
64206,606.0
64207,585.0
64208,604.0
64209,555.0
64210,578.0
64211,569.0
64212,573.0
64213,599.0
64214,688.0
64215,682.0
64216,680.0
64217,644.0
64218,636.0
64219,635.0
64220,638.0
64221,683.0
64222,739.0
64223,728.0
64224,697.0
64225,671.0
64226,669.0
64227,664.0
64228,676.0
64229,720.0
64230,720.0
64231,673.0
64232,645.0
64233,618.0
64234,562.0
64235,583.0
64236,544.0
64237,527.0
64238,592.0
64239,591.0
64240,591.0
64241,603.0
64242,603.0
64243,593.0
64244,543.0
64245,541.0
64246,561.0
64247,611.0
64248,614.0
64249,631.0
64250,585.0
64251,580.0
64252,557.0
64253,570.0
64254,571.0
64255,588.0
64256,595.0
64257,583.0
64258,585.0
64259,555.0
64260,547.0
64261,599.0
64262,612.0
64263,614.0
64264,616.0
64265,615.0
64266,607.0
64267,588.0
64268,552.0
64269,598.0
64270,615.0
64271,633.0
64272,627.0
64273,587.0
64274,597.0
64275,564.0
64276,583.0
64277,583.0
64278,585.0
64279,591.0
64280,591.0
64281,590.0
64282,587.0
64283,572.0
64284,566.0
64285,567.0
64286,567.0
64287,567.0
64288,544.0
64289,552.0
64290,516.0
64291,535.0
64292,536.0
64293,536.0
64294,535.0
64295,503.0
64296,494.0
64297,457.0
64298,452.0
64299,454.0
64300,416.0
64301,445.0
64302,450.0
64303,525.0
64304,525.0
64305,527.0
64306,516.0
64307,497.0
64308,512.0
64309,513.0
64310,512.0
64311,570.0
64312,564.0
64313,551.0
64314,547.0
64315,518.0
64316,534.0
64317,533.0
64318,536.0
64319,583.0
64320,574.0
64321,558.0
64322,538.0
64323,549.0
64324,542.0
64325,544.0
64326,544.0
64327,558.0
64328,567.0
64329,564.0
64330,562.0
64331,553.0
64332,543.0
64333,543.0
64334,548.0
64335,561.0
64336,560.0
64337,560.0
64338,559.0
64339,549.0
64340,536.0
64341,539.0
64342,552.0
64343,560.0
64344,562.0
64345,560.0
64346,556.0
64347,549.0
64348,538.0
64349,539.0
64350,551.0
64351,335.0
64352,1353.0
64353,1635.0
64354,1566.0
64355,1375.0
64356,1120.0
64357,519.0
64358,322.0
64359,332.0
64360,336.0
64361,341.0
64362,344.0
64363,347.0
64364,347.0
64365,350.0
64366,352.0
64367,353.0
64368,352.0
64369,354.0
64370,354.0
64371,381.0
64372,447.0
64373,468.0
64374,536.0
64375,532.0
64376,530.0
64377,524.0
64378,519.0
64379,517.0
64380,519.0
64381,524.0
64382,541.0
64383,595.0
64384,514.0
64385,515.0
64386,515.0
64387,524.0
64388,597.0
64389,580.0
64390,578.0
64391,568.0
64392,532.0
64393,524.0
64394,522.0
64395,545.0
64396,545.0
64397,544.0
64398,550.0
64399,550.0
64400,548.0
64401,547.0
64402,542.0
64403,542.0
64404,544.0
64405,553.0
64406,556.0
64407,555.0
64408,555.0
64409,554.0
64410,549.0
64411,548.0
64412,550.0
64413,554.0
64414,553.0
64415,554.0
64416,553.0
64417,552.0
64418,555.0
64419,554.0
64420,554.0
64421,554.0
64422,555.0
64423,553.0
64424,552.0
64425,554.0
64426,554.0
64427,552.0
64428,616.0
64429,546.0
64430,538.0
64431,538.0
64432,540.0
64433,539.0
64434,607.0
64435,592.0
64436,571.0
64437,592.0
64438,587.0
64439,541.0
64440,565.0
64441,569.0
64442,570.0
64443,570.0
64444,569.0
64445,571.0
64446,570.0
64447,569.0
64448,570.0
64449,520.0
64450,391.0
64451,577.0
64452,1445.0
64453,1565.0
64454,1365.0
64455,1133.0
64456,932.0
64457,742.0
64458,389.0
64459,397.0
64460,406.0
64461,485.0
64462,725.0
64463,1218.0
64464,1692.0
64465,1503.0
64466,1244.0
64467,626.0
64468,465.0
64469,476.0
64470,561.0
64471,678.0
64472,702.0
64473,697.0
64474,665.0
64475,575.0
64476,501.0
64477,508.0
64478,509.0
64479,507.0
64480,497.0
64481,485.0
64482,482.0
64483,484.0
64484,484.0
64485,483.0
64486,482.0
64487,481.0
64488,479.0
64489,478.0
64490,481.0
64491,480.0
64492,480.0
64493,487.0
64494,501.0
64495,551.0
64496,591.0
64497,634.0
64498,680.0
64499,720.0
64500,755.0
64501,747.0
64502,732.0
64503,655.0
64504,640.0
64505,642.0
64506,674.0
64507,721.0
64508,718.0
64509,709.0
64510,633.0
64511,620.0
64512,611.0
64513,610.0
64514,607.0
64515,536.0
64516,502.0
64517,500.0
64518,500.0
64519,495.0
64520,494.0
64521,493.0
64522,504.0
64523,508.0
64524,506.0
64525,504.0
64526,505.0
64527,504.0
64528,504.0
64529,552.0
64530,585.0
64531,576.0
64532,510.0
64533,474.0
64534,478.0
64535,481.0
64536,536.0
64537,593.0
64538,648.0
64539,650.0
64540,632.0
64541,628.0
64542,630.0
64543,630.0
64544,640.0
64545,656.0
64546,656.0
64547,656.0
64548,654.0
64549,707.0
64550,744.0
64551,825.0
64552,841.0
64553,825.0
64554,794.0
64555,792.0
64556,830.0
64557,909.0
64558,1005.0
64559,1868.0
64560,1933.0
64561,1577.0
64562,1300.0
64563,1107.0
64564,966.0
64565,964.0
64566,968.0
64567,967.0
64568,966.0
64569,965.0
64570,964.0
64571,965.0
64572,966.0
64573,964.0
64574,912.0
64575,405.0
64576,386.0
64577,396.0
64578,405.0
64579,437.0
64580,560.0
64581,668.0
64582,745.0
64583,821.0
64584,891.0
64585,1706.0
64586,2055.0
64587,1929.0
64588,1610.0
64589,1410.0
64590,1272.0
64591,1130.0
64592,966.0
64593,941.0
64594,539.0
64595,407.0
64596,417.0
64597,426.0
64598,434.0
64599,435.0
64600,437.0
64601,444.0
64602,446.0
64603,458.0
64604,572.0
64605,653.0
64606,723.0
64607,715.0
64608,648.0
64609,616.0
64610,674.0
64611,696.0
64612,710.0
64613,756.0
64614,714.0
64615,668.0
64616,655.0
64617,655.0
64618,656.0
64619,661.0
64620,686.0
64621,691.0
64622,689.0
64623,684.0
64624,670.0
64625,671.0
64626,672.0
64627,704.0
64628,740.0
64629,647.0
64630,644.0
64631,647.0
64632,652.0
64633,716.0
64634,733.0
64635,727.0
64636,686.0
64637,665.0
64638,716.0
64639,787.0
64640,828.0
64641,896.0
64642,895.0
64643,1053.0
64644,1984.0
64645,1952.0
64646,1681.0
64647,1437.0
64648,1303.0
64649,1288.0
64650,949.0
64651,1134.0
64652,405.0
64653,0.0
64654,721.0
64655,1118.0
64656,1678.0
64657,1696.0
64658,1409.0
64659,998.0
64660,499.0
64661,436.0
64662,444.0
64663,450.0
64664,456.0
64665,459.0
64666,463.0
64667,522.0
64668,593.0
64669,655.0
64670,661.0
64671,661.0
64672,658.0
64673,656.0
64674,654.0
64675,647.0
64676,640.0
64677,624.0
64678,595.0
64679,541.0
64680,542.0
64681,590.0
64682,729.0
64683,898.0
64684,1252.0
64685,1758.0
64686,1729.0
64687,1457.0
64688,1213.0
64689,1116.0
64690,1082.0
64691,994.0
64692,993.0
64693,892.0
64694,875.0
64695,879.0
64696,877.0
64697,833.0
64698,479.0
64699,425.0
64700,431.0
64701,434.0
64702,436.0
64703,437.0
64704,438.0
64705,442.0
64706,447.0
64707,447.0
64708,446.0
64709,445.0
64710,445.0
64711,444.0
64712,455.0
64713,458.0
64714,462.0
64715,460.0
64716,462.0
64717,480.0
64718,561.0
64719,633.0
64720,657.0
64721,663.0
64722,661.0
64723,661.0
64724,677.0
64725,720.0
64726,722.0
64727,737.0
64728,809.0
64729,815.0
64730,805.0
64731,735.0
64732,783.0
64733,798.0
64734,815.0
64735,912.0
64736,1189.0
64737,2042.0
64738,1927.0
64739,1788.0
64740,795.0
64741,225.0
64742,1356.0
64743,1374.0
64744,1076.0
64745,944.0
64746,1018.0
64747,1020.0
64748,1018.0
64749,657.0
64750,423.0
64751,385.0
64752,392.0
64753,394.0
64754,403.0
64755,477.0
64756,567.0
64757,596.0
64758,661.0
64759,665.0
64760,739.0
64761,874.0
64762,1141.0
64763,1620.0
64764,1653.0
64765,1343.0
64766,1106.0
64767,1016.0
64768,1021.0
64769,1026.0
64770,1029.0
64771,1033.0
64772,1108.0
64773,1402.0
64774,1595.0
64775,1578.0
64776,1329.0
64777,1114.0
64778,1008.0
64779,1022.0
64780,1169.0
64781,1298.0
64782,1290.0
64783,1183.0
64784,741.0
64785,427.0
64786,398.0
64787,406.0
64788,455.0
64789,578.0
64790,685.0
64791,744.0
64792,758.0
64793,754.0
64794,751.0
64795,751.0
64796,747.0
64797,740.0
64798,722.0
64799,637.0
64800,638.0
64801,639.0
64802,649.0
64803,713.0
64804,719.0
64805,738.0
64806,828.0
64807,920.0
64808,1447.0
64809,2086.0
64810,1888.0
64811,1459.0
64812,1209.0
64813,1065.0
64814,1001.0
64815,1012.0
64816,1109.0
64817,1189.0
64818,1182.0
64819,1151.0
64820,1074.0
64821,1077.0
64822,1081.0
64823,1135.0
64824,1188.0
64825,1252.0
64826,1239.0
64827,1150.0
64828,1142.0
64829,1145.0
64830,1146.0
64831,1218.0
64832,1294.0
64833,1307.0
64834,1326.0
64835,1429.0
64836,1487.0
64837,1466.0
64838,1380.0
64839,1344.0
64840,1236.0
64841,1124.0
64842,1014.0
64843,902.0
64844,903.0
64845,909.0
64846,912.0
64847,912.0
64848,909.0
64849,644.0
64850,452.0
64851,460.0
64852,465.0
64853,468.0
64854,471.0
64855,472.0
64856,472.0
64857,470.0
64858,475.0
64859,481.0
64860,605.0
64861,862.0
64862,1534.0
64863,2153.0
64864,1966.0
64865,1665.0
64866,1501.0
64867,1433.0
64868,1382.0
64869,1355.0
64870,1324.0
64871,1252.0
64872,1163.0
64873,1064.0
64874,823.0
64875,407.0
64876,380.0
64877,386.0
64878,392.0
64879,397.0
64880,398.0
64881,399.0
64882,401.0
64883,401.0
64884,401.0
64885,404.0
64886,489.0
64887,537.0
64888,572.0
64889,570.0
64890,566.0
64891,566.0
64892,569.0
64893,596.0
64894,660.0
64895,693.0
64896,742.0
64897,737.0
64898,722.0
64899,646.0
64900,643.0
64901,713.0
64902,714.0
64903,734.0
64904,810.0
64905,882.0
64906,966.0
64907,1557.0
64908,1871.0
64909,1531.0
64910,1256.0
64911,1096.0
64912,1035.0
64913,932.0
64914,937.0
64915,937.0
64916,937.0
64917,937.0
64918,938.0
64919,938.0
64920,934.0
64921,486.0
64922,424.0
64923,429.0
64924,436.0
64925,442.0
64926,443.0
64927,444.0
64928,445.0
64929,446.0
64930,447.0
64931,448.0
64932,450.0
64933,451.0
64934,459.0
64935,514.0
64936,596.0
64937,636.0
64938,633.0
64939,632.0
64940,630.0
64941,630.0
64942,629.0
64943,629.0
64944,627.0
64945,620.0
64946,561.0
64947,522.0
64948,521.0
64949,532.0
64950,610.0
64951,608.0
64952,606.0
64953,593.0
64954,555.0
64955,518.0
64956,586.0
64957,593.0
64958,652.0
64959,689.0
64960,751.0
64961,763.0
64962,774.0
64963,838.0
64964,884.0
64965,1450.0
64966,2093.0
64967,1946.0
64968,1593.0
64969,1373.0
64970,1242.0
64971,1097.0
64972,971.0
64973,960.0
64974,579.0
64975,424.0
64976,433.0
64977,446.0
64978,500.0
64979,543.0
64980,541.0
64981,546.0
64982,558.0
64983,642.0
64984,642.0
64985,639.0
64986,627.0
64987,535.0
64988,531.0
64989,531.0
64990,533.0
64991,535.0
64992,533.0
64993,534.0
64994,536.0
64995,533.0
64996,536.0
64997,569.0
64998,616.0
64999,616.0
65000,615.0
65001,614.0
65002,613.0
65003,613.0
65004,613.0
65005,612.0
65006,619.0
65007,635.0
65008,700.0
65009,693.0
65010,661.0
65011,602.0
65012,652.0
65013,677.0
65014,677.0
65015,676.0
65016,673.0
65017,661.0
65018,659.0
65019,662.0
65020,615.0
65021,627.0
65022,656.0
65023,655.0
65024,654.0
65025,654.0
65026,645.0
65027,640.0
65028,641.0
65029,645.0
65030,664.0
65031,673.0
65032,672.0
65033,660.0
65034,642.0
65035,554.0
65036,546.0
65037,550.0
65038,549.0
65039,550.0
65040,551.0
65041,551.0
65042,549.0
65043,557.0
65044,638.0
65045,651.0
65046,723.0
65047,721.0
65048,708.0
65049,626.0
65050,612.0
65051,614.0
65052,614.0
65053,613.0
65054,615.0
65055,614.0
65056,599.0
65057,582.0
65058,480.0
65059,539.0
65060,563.0
65061,564.0
65062,563.0
65063,564.0
65064,572.0
65065,624.0
65066,654.0
65067,654.0
65068,655.0
65069,665.0
65070,735.0
65071,744.0
65072,758.0
65073,806.0
65074,820.0
65075,815.0
65076,818.0
65077,873.0
65078,1220.0
65079,2071.0
65080,2059.0
65081,1812.0
65082,1474.0
65083,1230.0
65084,990.0
65085,688.0
65086,380.0
65087,390.0
65088,395.0
65089,402.0
65090,405.0
65091,407.0
65092,410.0
65093,410.0
65094,410.0
65095,411.0
65096,410.0
65097,411.0
65098,414.0
65099,419.0
65100,495.0
65101,498.0
65102,499.0
65103,497.0
65104,499.0
65105,525.0
65106,586.0
65107,583.0
65108,584.0
65109,582.0
65110,580.0
65111,583.0
65112,593.0
65113,646.0
65114,666.0
65115,655.0
65116,644.0
65117,600.0
65118,646.0
65119,643.0
65120,633.0
65121,631.0
65122,631.0
65123,408.0
65124,0.0
65125,459.0
65126,1230.0
65127,2057.0
65128,2437.0
65129,2165.0
65130,1678.0
65131,1361.0
65132,1231.0
65133,1178.0
65134,1170.0
65135,1046.0
65136,868.0
65137,490.0
65138,444.0
65139,458.0
65140,611.0
65141,737.0
65142,768.0
65143,746.0
65144,679.0
65145,644.0
65146,635.0
65147,636.0
65148,624.0
65149,558.0
65150,551.0
65151,531.0
65152,422.0
65153,428.0
65154,495.0
65155,527.0
65156,606.0
65157,604.0
65158,601.0
65159,593.0
65160,587.0
65161,590.0
65162,630.0
65163,734.0
65164,801.0
65165,860.0
65166,860.0
65167,763.0
65168,737.0
65169,673.0
65170,615.0
65171,617.0
65172,620.0
65173,605.0
65174,596.0
65175,520.0
65176,486.0
65177,489.0
65178,491.0
65179,558.0
65180,576.0
65181,573.0
65182,575.0
65183,572.0
65184,572.0
65185,573.0
65186,572.0
65187,572.0
65188,586.0
65189,590.0
65190,588.0
65191,589.0
65192,596.0
65193,656.0
65194,655.0
65195,656.0
65196,652.0
65197,653.0
65198,654.0
65199,652.0
65200,654.0
65201,666.0
65202,717.0
65203,740.0
65204,741.0
65205,738.0
65206,726.0
65207,678.0
65208,634.0
65209,652.0
65210,720.0
65211,718.0
65212,717.0
65213,717.0
65214,715.0
65215,700.0
65216,616.0
65217,612.0
65218,613.0
65219,617.0
65220,645.0
65221,706.0
65222,720.0
65223,730.0
65224,722.0
65225,715.0
65226,699.0
65227,653.0
65228,613.0
65229,620.0
65230,611.0
65231,609.0
65232,609.0
65233,602.0
65234,526.0
65235,487.0
65236,489.0
65237,554.0
65238,582.0
65239,584.0
65240,582.0
65241,582.0
65242,583.0
65243,589.0
65244,668.0
65245,680.0
65246,687.0
65247,688.0
65248,687.0
65249,687.0
65250,686.0
65251,685.0
65252,687.0
65253,685.0
65254,685.0
65255,694.0
65256,757.0
65257,753.0
65258,762.0
65259,762.0
65260,758.0
65261,748.0
65262,673.0
65263,649.0
65264,577.0
65265,582.0
65266,581.0
65267,583.0
65268,585.0
65269,584.0
65270,571.0
65271,572.0
65272,572.0
65273,571.0
65274,573.0
65275,573.0
65276,571.0
65277,577.0
65278,586.0
65279,615.0
65280,667.0
65281,670.0
65282,686.0
65283,754.0
65284,752.0
65285,734.0
65286,650.0
65287,647.0
65288,650.0
65289,685.0
65290,729.0
65291,729.0
65292,726.0
65293,725.0
65294,713.0
65295,655.0
65296,635.0
65297,707.0
65298,705.0
65299,703.0
65300,703.0
65301,701.0
65302,692.0
65303,682.0
65304,602.0
65305,651.0
65306,684.0
65307,682.0
65308,681.0
65309,676.0
65310,626.0
65311,577.0
65312,579.0
65313,581.0
65314,582.0
65315,583.0
65316,582.0
65317,580.0
65318,569.0
65319,559.0
65320,556.0
65321,571.0
65322,590.0
65323,593.0
65324,589.0
65325,590.0
65326,588.0
65327,583.0
65328,582.0
65329,586.0
65330,635.0
65331,665.0
65332,653.0
65333,620.0
65334,557.0
65335,595.0
65336,640.0
65337,641.0
65338,641.0
65339,640.0
65340,641.0
65341,688.0
65342,766.0
65343,831.0
65344,835.0
65345,832.0
65346,819.0
65347,743.0
65348,718.0
65349,642.0
65350,645.0
65351,649.0
65352,657.0
65353,733.0
65354,774.0
65355,819.0
65356,749.0
65357,707.0
65358,691.0
65359,640.0
65360,573.0
65361,582.0
65362,633.0
65363,660.0
65364,650.0
65365,568.0
65366,554.0
65367,559.0
65368,560.0
65369,565.0
65370,625.0
65371,640.0
65372,637.0
65373,624.0
65374,624.0
65375,624.0
65376,624.0
65377,627.0
65378,631.0
65379,648.0
65380,661.0
65381,709.0
65382,725.0
65383,724.0
65384,726.0
65385,723.0
65386,723.0
65387,712.0
65388,695.0
65389,619.0
65390,630.0
65391,703.0
65392,702.0
65393,703.0
65394,701.0
65395,698.0
65396,685.0
65397,600.0
65398,601.0
65399,657.0
65400,681.0
65401,679.0
65402,678.0
65403,673.0
65404,627.0
65405,573.0
65406,579.0
65407,615.0
65408,658.0
65409,647.0
65410,573.0
65411,551.0
65412,556.0
65413,608.0
65414,662.0
65415,731.0
65416,728.0
65417,713.0
65418,710.0
65419,619.0
65420,616.0
65421,604.0
65422,603.0
65423,604.0
65424,604.0
65425,595.0
65426,518.0
65427,485.0
65428,490.0
65429,563.0
65430,595.0
65431,664.0
65432,661.0
65433,651.0
65434,591.0
65435,553.0
65436,568.0
65437,639.0
65438,654.0
65439,719.0
65440,724.0
65441,724.0
65442,725.0
65443,731.0
65444,796.0
65445,823.0
65446,839.0
65447,839.0
65448,884.0
65449,949.0
65450,1822.0
65451,2170.0
65452,2105.0
65453,1743.0
65454,1425.0
65455,1265.0
65456,1117.0
65457,999.0
65458,904.0
65459,874.0
65460,882.0
65461,886.0
65462,968.0
65463,1056.0
65464,1056.0
65465,1049.0
65466,1045.0
65467,983.0
65468,929.0
65469,516.0
65470,422.0
65471,432.0
65472,436.0
65473,442.0
65474,452.0
65475,451.0
65476,452.0
65477,454.0
65478,454.0
65479,454.0
65480,457.0
65481,457.0
65482,460.0
65483,472.0
65484,497.0
65485,554.0
65486,554.0
65487,564.0
65488,632.0
65489,641.0
65490,638.0
65491,637.0
65492,637.0
65493,629.0
65494,621.0
